word,first appearance,num months,term frequency,relative term frequency
nissen,1974-10,362,2601,1.5012087067611634e-06
nissl,1970-2,403,1671,9.620482689543086e-07
nitrendipine,1982-6,315,4211,2.5754591519830236e-06
nitrergic,1991-1,197,1604,1.150895937364822e-06
nitro-l-arginine,1990-12,206,850,6.083319745165155e-07
nitrosamine,1971-12,381,1509,8.694883901617442e-07
nitrosamines,1971-12,382,1592,9.173131326292226e-07
nk1,1984-4,256,6280,3.929197291334018e-06
nkx2,1995-4,145,1550,1.295294691028548e-06
nmda,1977-12,338,56938,3.354655725760659e-05
nmdar1,1992-5,173,998,7.457874923960221e-07
nmdars,1995-6,143,1382,1.163513685178087e-06
nmol,1970-8,451,87607,5.044880168317615e-05
nmri,1973-3,386,1636,9.4332030538415e-07
no-mediated,1991-3,207,1713,1.234956216476535e-06
no-synthase,1991-7,201,845,6.152256184583924e-07
no2,1975-2,398,6811,3.9338384330670066e-06
no3,1975-1,347,3624,2.0920595857640276e-06
no3-,1975-1,370,4086,2.3587625462008324e-06
nociceptin,1995-12,164,2696,2.3226562125265997e-06
nocodazole,1977-3,346,2965,1.7380548170226184e-06
noe,1975-2,351,4488,2.5921401978571026e-06
noesy,1983-10,299,2635,1.6369317730539502e-06
noggin,1992-9,180,1604,1.2118391959951616e-06
nomega-nitro-l-arginine,1995-6,150,825,6.94572207143214e-07
non-adherent,1974-12,386,1815,1.0476839084750195e-06
non-atopic,1975-1,342,1643,9.484696190425766e-07
non-coding,1975-10,355,4550,2.6394973141293285e-06
non-diabetic,1973-11,412,11860,6.8410249264614045e-06
non-hispanic,1981-12,284,6457,3.929385896360298e-06
non-insulin,1976-3,327,1702,9.902731772823314e-07
non-insulin-dependent,1975-8,364,6576,3.8104032661376867e-06
non-invasive,1973-2,422,23684,1.3655576738362485e-05
non-invasively,1976-8,352,2598,1.5162056869811393e-06
non-lymphoid,1975-3,347,1065,6.154220405124216e-07
non-muscle,1975-4,350,1505,8.701558534935021e-07
non-nmda,1983-9,274,3551,2.2033719029830964e-06
non-responders,1972-8,404,5825,3.3576006819089274e-06
non-small,1978-9,344,12408,7.348089713244222e-06
non-small-cell,1981-2,316,4815,2.9078351433139596e-06
non-smoking,1972-5,377,3291,1.8967187228891082e-06
non-t,1975-1,387,2566,1.4812982607810418e-06
non-transgenic,1988-6,224,1529,1.0272515340273338e-06
nonatopic,1975-1,338,2056,1.186885901857296e-06
noncoding,1976-12,376,6644,3.887250225304298e-06
nondepressed,1975-9,344,1816,1.052833488390313e-06
nondiagnostic,1975-2,368,2150,1.2417783924671949e-06
nonexposed,1975-2,355,1537,8.87727157777711e-07
nonglycosylated,1971-5,372,1515,8.727055070905896e-07
noninvasive,1971-1,425,40666,2.3421910507166504e-05
noninvasively,1975-1,401,5373,3.101720793131932e-06
nonmetastatic,1975-3,361,2207,1.2753393834844267e-06
nonneuronal,1975-10,331,1482,8.597219823164099e-07
nonnucleoside,1991-2,200,963,6.925824991848976e-07
nonoate,1995-3,160,847,7.051654194524392e-07
nonpalpable,1974-8,351,2147,1.2390280180805546e-06
nonrandomized,1975-1,347,4892,2.8240495291273798e-06
nonresponders,1973-2,416,7795,4.494393712022276e-06
nonresponsive,1975-1,384,1504,8.682278192574773e-07
nonseminomatous,1975-4,334,1244,7.192517486683831e-07
nonsmoking,1973-12,395,3959,2.2837256846645798e-06
nonsteroidal,1972-8,415,12001,6.917522022933741e-06
nonsurvivors,1971-6,379,3309,1.9061984370154431e-06
nonsustained,1976-2,335,1776,1.032735979672723e-06
nontransgenic,1987-9,251,2621,1.7352244271248744e-06
nontraumatic,1975-1,380,2139,1.2348000700742978e-06
nonunion,1975-1,375,4662,2.6912753280441218e-06
nonusers,1971-7,372,3110,1.7916181809516377e-06
nor-binaltorphimine,1988-7,227,911,6.131411757772601e-07
nordihydroguaiaretic,1975-2,340,1546,8.929252998857132e-07
norethisterone,1975-5,358,1572,9.093531158977285e-07
norfloxacin,1982-1,326,4370,2.661613584951749e-06
normal-hearing,1975-2,369,2291,1.3232159521592294e-06
normalised,1975-1,369,2708,1.563271897971575e-06
normalizes,1975-4,345,1463,8.458724343262416e-07
normalizing,1973-4,393,2678,1.5442118767239466e-06
normocapnia,1975-1,345,1122,6.477071896322404e-07
normoglycemia,1975-1,361,1542,8.90164426392972e-07
normoxia,1970-6,400,5582,3.2141841858293933e-06
normoxic,1971-11,405,7448,4.291354490721584e-06
norvegicus,1975-1,352,1414,8.162726970944633e-07
nos2,1994-3,167,2022,1.6141802442229802e-06
notified,1973-5,363,2800,1.614635848192964e-06
novartis,1997-3,142,657,6.037905202405153e-07
npc,1973-7,380,14721,8.489695172416935e-06
nppb,1987-11,222,1098,7.29275504020184e-07
npy,1977-11,319,26646,1.5690908580630417e-05
nr2a,1992-5,193,2630,1.9653518086187757e-06
nr2b,1992-5,194,3415,2.551968222978372e-06
nramp1,1995-4,143,1251,1.04542816675917e-06
nrem,1974-11,364,3671,2.1189187695820005e-06
nrti,1998-3,132,1173,1.1417761913125845e-06
ns-398,1993-1,180,2181,1.6671476577484276e-06
ns3,1985-5,251,4337,2.75846447353506e-06
nsaid,1975-10,348,9358,5.428662827609287e-06
nsaids,1978-10,334,16675,9.88133844654564e-06
nsclc,1982-2,294,23930,1.4586179331033161e-05
nse,1974-3,349,5810,3.352027469372404e-06
nt-3,1989-3,223,4417,3.016246177957885e-06
nts,1972-6,373,10334,5.956089243283922e-06
nuclear-encoded,1983-10,265,1318,8.187764997666437e-07
nucleopolyhedrovirus,1996-3,159,815,7.109567995806684e-07
nucleosomal,1975-4,386,3172,1.8339763237750092e-06
nucleosome,1975-1,403,7386,4.26378369217801e-06
nucleosomes,1975-1,405,5944,3.431347179299498e-06
nucleotide-gated,1990-6,191,777,5.483461260508519e-07
numeric,1975-1,343,2765,1.596176808674817e-06
nyha,1975-1,382,9480,5.472606201170801e-06
o-deethylase,1977-2,332,1508,8.834179029057457e-07
o2-,1973-12,403,11104,6.405276585631598e-06
oa,1975-2,393,35462,2.0481835048219377e-05
occluder,1974-12,361,2451,1.4148062036761834e-06
occludin,1993-12,162,2981,2.3563271903264295e-06
occlusal,1971-9,420,12839,7.396870697362411e-06
oct-1,1988-12,232,1805,1.2252552914263636e-06
octreotide,1987-6,259,10131,6.6758501262698076e-06
odc,1972-7,391,12367,7.128155549502589e-06
oddball,1983-3,259,1921,1.1843383111596596e-06
odds,1975-1,387,106859,6.168747110241673e-05
odns,1990-5,207,3431,2.4161034008540507e-06
ods,1977-2,344,2530,1.4821268530182602e-06
off-line,1971-7,377,3150,1.8146615016069643e-06
off-pump,1995-12,145,4246,3.6580112308560617e-06
ofloxacin,1983-3,307,6955,4.287908877727971e-06
ofq,1996-6,152,3145,2.777801382465201e-06
ogg1,1996-5,136,1209,1.0636029066189497e-06
ogtt,1973-7,380,7075,4.08019790400447e-06
oh-,1975-1,350,1589,9.172965457447683e-07
okadaic,1986-9,262,6307,4.1005530532996625e-06
okt3,1979-10,341,4634,2.7671812636533286e-06
olanzapine,1992-7,173,8829,6.6345450435505585e-06
oligoclonal,1973-4,391,3571,2.059141378559079e-06
oligohydramnios,1975-2,339,2074,1.1978829702218429e-06
oligomerization,1976-7,331,7355,4.289740655373746e-06
oligos,1988-10,206,993,6.717114550978619e-07
om,1974-2,369,8681,5.008131940536899e-06
omega-agatoxin,1991-9,179,715,5.230924250264577e-07
omega-conotoxin,1984-10,269,2877,1.8133238795605683e-06
omeprazole,1983-4,309,12826,7.915681230389495e-06
ompf,1979-8,303,1814,1.0818192848520546e-06
once-daily,1974-11,354,5562,3.2104130199986617e-06
onchocerca,1975-1,370,1611,9.299966867179494e-07
onchocerciasis,1975-1,365,2341,1.3514104553735068e-06
oncologic,1975-1,358,3912,2.2583159766856723e-06
oncological,1975-2,364,4166,2.40616222465969e-06
oncologists,1975-6,348,4604,2.664689360666082e-06
oncology,1971-11,417,21780,1.2549100538119777e-05
oncoprotein,1985-10,268,5105,3.2682360988226377e-06
oncoproteins,1985-5,262,2256,1.4348849094524084e-06
ondansetron,1989-12,239,6148,4.280108948182204e-06
one-compartment,1971-9,389,1586,9.137344751161916e-07
one-hybrid,1994-7,156,465,3.7634209448475867e-07
onoo,1993-7,159,1743,1.3565669020982688e-06
onsets,1975-2,362,2145,1.238890535740527e-06
ontogenesis,1973-6,408,1851,1.0674391313639157e-06
oocyst,1970-2,391,3212,1.8492513703657927e-06
oogenesis,1971-11,383,3478,2.0039380932773457e-06
opcab,1999-2,118,2460,2.540331718519155e-06
operatively,1972-2,402,2255,1.2994582519362241e-06
ophthalmoplegia,1971-2,407,2939,1.6928137815551418e-06
ophthalmoscopy,1975-1,390,2135,1.2324909535337194e-06
opioid,1972-8,399,48402,2.7899500121159812e-05
opioids,1975-2,380,15013,8.671078607493021e-06
optimization,1972-3,413,26520,1.52830013700427e-05
optimized,1972-9,420,34189,1.9707784575137754e-05
optimizing,1973-9,391,8594,4.9566531082671305e-06
or=0,1996-3,143,2703,2.357934023639935e-06
or=5,1997-1,126,514,4.6823138676798545e-07
orbicularis,1975-1,379,2398,1.384315366076749e-06
orexin,1998-10,132,2932,2.9610766713925533e-06
orexin-a,1998-2,121,993,9.617112160582645e-07
orexins,1998-6,125,764,7.553253646362363e-07
orf1,1984-5,271,2243,1.4051056918966666e-06
orf2,1984-8,263,2242,1.4095880268119285e-06
orfs,1983-7,297,9989,6.184783894864841e-06
organ-confined,1988-4,210,1197,8.015107131046841e-07
organisation,1971-6,419,9523,5.485865130159584e-06
organised,1973-12,384,2829,1.6318918822723154e-06
organizer,1971-1,380,3512,2.022764710105955e-06
organotypic,1972-4,376,3346,1.9283320468373296e-06
orofacial,1975-7,370,4193,2.428252030987422e-06
orphanin,1995-11,162,1009,8.659422548492825e-07
orthodontic,1975-1,420,16388,9.460450466749693e-06
orthodontics,1975-2,336,1772,1.023456423931102e-06
orthognathic,1975-5,341,1981,1.1459468973240459e-06
oseltamivir,1999-7,119,1689,1.7958345054059705e-06
ossicles,1975-2,336,1243,7.179211822496387e-07
osteoarthrosis,1975-2,381,1971,1.1383931216524842e-06
osteoblast-like,1976-1,328,3405,1.978856988805679e-06
osteocalcin,1978-10,325,12323,7.302412814199815e-06
osteoma,1975-3,358,1952,1.1279848104039877e-06
osteonecrosis,1975-1,380,5284,3.0503429501040626e-06
osteonectin,1981-10,273,1519,9.23000581435679e-07
osteopenia,1971-5,379,5505,3.171118030715311e-06
osteophytes,1973-12,347,1855,1.0700457552545582e-06
osteopontin,1986-12,252,5976,3.902417694690238e-06
osteoprotegerin,1997-4,141,2041,1.8843094592728151e-06
osteosynthesis,1975-1,407,3886,2.2433067191719126e-06
osteotomies,1974-5,410,4008,2.312631741825252e-06
otoacoustic,1983-6,264,3353,2.0736797103155164e-06
otolaryngologist,1975-1,363,1247,7.198670815253153e-07
otolaryngology,1975-1,360,2410,1.3912427156984843e-06
otologic,1975-1,366,1523,8.791961228252247e-07
out-of-hospital,1975-7,334,3574,2.0697764747791666e-06
outbred,1970-5,418,3584,2.0636351672210534e-06
over-expressed,1985-6,246,2645,1.6844559801933858e-06
over-expression,1983-9,264,7097,4.403641339192069e-06
overdose,1970-7,420,7761,4.469015318309235e-06
overexpress,1985-4,268,5016,3.186155077873867e-06
overexpressed,1980-1,298,24956,1.4932969421089058e-05
overexpressing,1986-1,266,14529,9.341043496256258e-06
overflow,1970-4,423,6329,3.644051565005137e-06
overhauser,1971-6,395,3115,1.7944418650054715e-06
overloaded,1975-1,353,1236,7.135170110387247e-07
overrepresented,1975-3,335,2152,1.2435570245847242e-06
overuse,1975-1,351,3482,2.0100859485734945e-06
ovx,1975-10,362,12389,7.186974115329286e-06
owl,1971-3,380,1875,1.0800054799996457e-06
ox-ldl,1989-9,218,3562,2.463427759225749e-06
oxadiazolo,1995-8,162,748,6.344664638886402e-07
oxidised,1975-1,355,2273,1.3121554741836742e-06
oximeter,1975-6,334,2183,1.2634702159717762e-06
oximetry,1975-1,341,5972,3.447510995083547e-06
oxldl,1989-11,198,5059,3.51433063241892e-06
oxygenase-1,1990-4,195,2460,1.7282692491739742e-06
p-glycoprotein,1982-8,285,13667,8.373071066618652e-06
p-gp,1988-6,237,12473,8.37992700060362e-06
p-selectin,1991-10,213,10777,7.904546135523834e-06
p100,1976-2,333,2553,1.4845579707795392e-06
p11,1971-11,379,3278,1.8887030102826737e-06
p12,1973-2,393,2742,1.580965690617714e-06
p14,1975-9,336,4020,2.3306115767230496e-06
p14arf,1998-12,116,938,9.57736818153567e-07
p15,1974-2,396,4872,2.810692179967259e-06
p16ink4a,1995-3,173,2552,2.1246542508177388e-06
p21,1974-8,379,29673,1.7124209772009456e-05
p21-activated,1995-7,156,787,6.65205220095775e-07
p21cip1,1993-11,166,1061,8.360686463011292e-07
p21waf1,1994-6,176,2898,2.3370317029382455e-06
p24,1974-6,351,7353,4.242945927409506e-06
p27kip1,1994-7,178,3157,2.5550795533083506e-06
p2x,1986-3,231,7025,4.528671736325041e-06
p2x7,1996-5,141,1322,1.1630132692723339e-06
p30,1974-8,406,2663,1.5368102525144467e-06
p38alpha,1997-9,125,1259,1.1896170960649575e-06
p38mapk,1996-6,134,1665,1.4706007318933417e-06
p450,1971-1,390,41895,2.4129762964091396e-05
p450s,1987-8,251,3577,2.364439900031058e-06
p50,1972-3,408,9630,5.549596651339034e-06
p53,1976-3,333,138348,8.049489631648412e-05
p53-deficient,1993-1,190,1071,8.186681070373984e-07
p53-dependent,1992-6,193,3195,2.3939068278380412e-06
p53-independent,1994-3,183,1606,1.2820838141553443e-06
p53-mediated,1990-12,200,1572,1.125056310517603e-06
p53-null,1993-3,175,662,5.089371160382259e-07
p70s6k,1992-4,184,1628,1.2130905157905436e-06
p75ntr,1993-11,157,1734,1.366393056254626e-06
p85alpha,1996-3,144,783,6.830419313762741e-07
pa2,1973-3,392,4594,2.6489079969039027e-06
pac,1975-2,380,7284,4.20702967940979e-06
pacap,1990-3,231,8866,6.214348652914885e-06
paclitaxel,1993-6,197,25437,1.9733911649822926e-05
paco2,1971-3,417,10304,5.935134115155387e-06
pacu,1988-7,221,2013,1.354833355477085e-06
paediatricians,1975-9,332,2027,1.1751616084620949e-06
paf,1975-1,378,29490,1.702396169541423e-05
pag,1975-3,371,6584,3.804637290829844e-06
pai-1,1986-12,273,24200,1.580296322146984e-05
pain-free,1975-2,372,2766,1.5975623411926795e-06
palindromic,1975-9,365,2917,1.6911427784331184e-06
pamidronate,1989-1,232,3217,2.18791167442057e-06
pan-caspase,1998-1,132,691,6.66025294910097e-07
pancuronium,1972-11,384,3351,1.9318303522550656e-06
panning,1977-6,318,1367,8.028504576491635e-07
panoramic,1975-1,366,3590,2.0724320951691113e-06
pao2,1975-1,418,12383,7.148447530495573e-06
pap,1971-4,416,20120,1.158961417002218e-05
papillomavirus,1975-12,351,14797,8.594055304638703e-06
papua,1974-12,387,2125,1.2266271655699263e-06
papules,1975-1,409,3401,1.9633263386267823e-06
paraaortic,1975-9,335,1756,1.0180482409765361e-06
parabrachial,1971-9,369,2301,1.3256639516029992e-06
paracellular,1974-7,392,4461,2.5742888133017576e-06
paracoccus,1975-9,344,1331,7.716527384622833e-07
paracrine,1976-3,352,13153,7.652798531606641e-06
paradigms,1972-5,399,9493,5.47114884119912e-06
paraffin-embedded,1974-7,408,14171,8.177593986393008e-06
paraganglioma,1975-1,345,2115,1.2209453708308274e-06
paragangliomas,1975-7,336,1900,1.1003288478120918e-06
paraneoplastic,1975-1,375,4616,2.6647204878274703e-06
paraparesis,1975-2,366,3206,1.8516937331394543e-06
parasagittal,1975-1,368,1563,9.022872882310086e-07
paraspinal,1975-1,357,2247,1.2971462166699145e-06
parasternal,1975-3,356,1902,1.0990917568588037e-06
parathormone,1971-6,389,1430,8.23772669970409e-07
parenting,1975-4,348,7814,4.5178723184041365e-06
parous,1975-1,379,2508,1.447816070942655e-06
parp,1988-10,219,8155,5.516421869408926e-06
parp-1,1999-6,116,3178,3.358020415308067e-06
parturients,1975-1,364,2583,1.4911120060785e-06
parvalbumin,1974-6,360,3760,2.1696554721963473e-06
parvocellular,1975-1,383,2662,1.5367170577549232e-06
parvovirus,1971-2,410,6171,3.554390556644022e-06
patch-clamp,1980-10,325,11731,7.062356908444937e-06
paternity,1974-12,365,3549,2.0486116755800794e-06
pathologies,1974-10,381,15022,8.67018730986782e-06
pathomechanism,1975-5,338,1403,8.115918712496903e-07
pax3,1992-9,182,1662,1.2556588177954854e-06
pax6,1992-11,179,2998,2.27832410148124e-06
paxillin,1990-9,199,3441,2.4452679098305917e-06
pbde,1999-4,104,1650,1.723447754140397e-06
pbl,1971-2,415,13970,8.046481295789497e-06
pbm,1977-2,330,2570,1.5055596886391024e-06
pbmc,1978-6,349,26450,1.5636423530610462e-05
pbmcs,1981-7,279,11132,6.749005491571554e-06
pbp,1977-2,324,3584,2.0995820716274486e-06
pbps,1977-7,316,1896,1.1141428790531586e-06
pbr322,1977-8,369,4226,2.4846236791239158e-06
pc12,1976-7,363,17090,9.967595893995556e-06
pcb,1972-1,412,13719,7.905309418953517e-06
pcbs,1975-3,373,12499,7.222685525225125e-06
pcc,1975-1,358,6272,3.6206947356269268e-06
pcdna3,1995-11,161,2452,2.104351247661487e-06
pcl,1976-3,335,6670,3.880800289349677e-06
pcna,1981-12,280,16867,1.0264356808720637e-05
pco2,1971-2,419,13262,7.63868539332572e-06
pcr,1971-10,368,186447,0.00010742138121608469
pcr-amplified,1988-7,244,2122,1.428194923160643e-06
pcr-based,1990-1,234,5929,4.137446078763637e-06
pcr-positive,1988-9,230,1361,9.190423526014839e-07
pcr-restriction,1991-5,186,981,7.107089630169768e-07
pcr-rflp,1989-8,219,4778,3.2975363607560544e-06
pcr-sscp,1990-7,215,2105,1.4892220676330322e-06
pcr-ssp,1992-5,179,1071,8.00339082521182e-07
pcs,1973-10,362,10984,6.3354127328028055e-06
pct,1970-10,380,7623,4.3900167168300605e-06
pcv,1970-8,397,4919,2.832623597195926e-06
pd-98059,1997-3,138,569,5.229175129632469e-07
pd098059,1996-3,146,734,6.402972894382952e-07
pd123319,1992-1,185,833,6.158250367999447e-07
pd98059,1995-6,167,6337,5.335156456565511e-06
pda,1975-1,383,6458,3.728068654763822e-06
pdbu,1980-10,312,3390,2.0408652220295234e-06
pde,1973-7,395,10969,6.325892693855129e-06
pde4,1994-11,168,2443,2.0046817187513805e-06
pde5,1995-2,152,2269,1.882197485024477e-06
pdgf,1978-6,351,21587,1.2761568043678186e-05
pdgf-aa,1988-5,213,1095,7.344828406107628e-07
pdgf-bb,1988-5,251,3904,2.6186493239675053e-06
pdx-1,1995-10,141,1585,1.354745860053067e-06
pec,1974-9,363,3637,2.099014183416279e-06
pecam-1,1991-3,207,2726,1.965260155350283e-06
pectoralis,1975-1,406,3814,2.2017426214415015e-06
pedicled,1975-3,374,3304,1.9092529782657663e-06
peep,1972-9,411,9440,5.441559752824019e-06
pef,1975-1,344,5969,3.445779157678113e-06
pefr,1975-3,366,2860,1.6526826627845313e-06
pemphigoid,1973-4,418,4452,2.5671513350168076e-06
penicillin-binding,1971-12,377,2032,1.1708418878785052e-06
pens,1970-5,383,3788,2.181096543926716e-06
pentobarbital-anesthetized,1975-2,375,1604,9.264244379150607e-07
pentoxifylline,1975-4,343,5122,2.961420785112105e-06
pepstatin,1972-2,395,1814,1.0453291658591178e-06
pept1,1994-4,154,1071,8.578844847198986e-07
peptide-1,1984-12,248,1836,1.1601569827622947e-06
peptide-mhc,1988-11,211,721,4.885837162921622e-07
peptidergic,1975-5,375,2663,1.5404626893356558e-06
peptidomimetic,1989-6,198,1003,6.892619014258091e-07
percentiles,1973-2,385,4113,2.371448535926571e-06
percoll,1978-7,365,5032,2.976577833126509e-06
perforant,1973-7,365,2500,1.441766043817834e-06
perforin,1984-9,273,5097,3.208436009475478e-06
peri-,1974-10,348,1804,1.0412074229131637e-06
periapical,1971-6,394,4915,2.8313585125206715e-06
periaqueductal,1973-11,402,3865,2.229389657738055e-06
pericardiocentesis,1975-1,357,1413,8.156954179593188e-07
pericellular,1975-6,390,2808,1.625205848121277e-06
pericytes,1970-12,408,4327,2.49209320796278e-06
perifused,1972-2,370,1812,1.04417665299709e-06
perimetry,1974-7,391,4672,2.696049615724235e-06
perindopril,1986-5,252,2863,1.8510042489398456e-06
perineural,1975-1,390,3407,1.9667900134376497e-06
periodontally,1975-1,338,1404,8.104999057430174e-07
periodontitis,1974-5,407,16975,9.794641671028855e-06
periodontium,1974-9,377,1761,1.016322237282394e-06
perioperative,1975-2,415,36932,2.133086492585974e-05
perioperatively,1977-4,324,1944,1.1403091184449112e-06
perlecan,1991-12,194,1796,1.3240535755720314e-06
permeabilization,1974-6,345,4282,2.470868279772542e-06
permeabilized,1973-10,385,6973,4.021925799875634e-06
peroperative,1975-3,380,1673,9.667615716218605e-07
